,total_matches,total_tournaments,total_finals,total_wins,best_rank,career_span_days,avg_sets_per_match,top_10_wins,ranking_stability,wins_clay,wins_grass,wins_hard,wins_atp250,wins_atp500,wins_grand slam,wins_international,wins_international gold,wins_masters,wins_masters 1000,wins_masters cup,wins_month_1,wins_month_2,wins_month_3,wins_month_4,wins_month_5,wins_month_6,wins_month_7,wins_month_8,wins_month_9,wins_month_10,wins_month_11,wins_month_12,wins_1st_round,wins_2nd_round,wins_3rd_round,wins_4th_round,wins_quarterfinals,wins_round_robin,wins_semifinals,wins_the_final,win_rate,finals_rate
Timfjord N.,1.0,1.0,0.0,0.0,421.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tipsarevic J.,446.0,144.0,10.0,233.0,8.0,5931.0,2.630901287553648,11.0,105.54855559163745,48.0,35.0,150.0,88.0,19.0,49.0,28.0,1.0,13.0,34.0,1.0,29.0,15.0,20.0,19.0,20.0,35.0,14.0,23.0,15.0,39.0,4.0,0.0,99.0,75.0,17.0,4.0,22.0,1.0,11.0,4.0,0.5224215246636771,0.02242152466367713
Tipsarevic J. ,2.0,1.0,0.0,1.0,39.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
Tirante T.A.,17.0,12.0,0.0,8.0,109.0,421.0,2.625,1.0,15.606775085565515,7.0,0.0,1.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.47058823529411764,0.0
Tiurnev E.,1.0,1.0,0.0,0.0,304.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tkalec M.,1.0,1.0,0.0,0.0,305.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tobon M.,2.0,2.0,0.0,1.0,1023.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
Todero N.,1.0,1.0,0.0,0.0,332.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tomashevich D.,1.0,1.0,0.0,0.0,342.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tomic B.,329.0,101.0,6.0,166.0,17.0,3839.0,2.716867469879518,8.0,97.21683875138136,25.0,33.0,108.0,75.0,20.0,40.0,0.0,0.0,0.0,31.0,0.0,37.0,16.0,11.0,7.0,8.0,30.0,19.0,14.0,11.0,12.0,1.0,0.0,81.0,52.0,9.0,2.0,12.0,0.0,6.0,4.0,0.5045592705167173,0.0182370820668693
Tong M.,1.0,1.0,0.0,0.0,1245.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Topic J.,1.0,1.0,0.0,0.0,605.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Topo M.,5.0,4.0,0.0,0.0,320.0,0.0,0.0,0.0,467.082701456605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Torebko P.,2.0,2.0,0.0,0.0,313.0,0.0,0.0,0.0,50.204581464244875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Torpegaard M.,4.0,4.0,0.0,1.0,179.0,0.0,2.0,0.0,7.0945988845975885,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0
Tramacchi P.,1.0,1.0,0.0,0.0,1164.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Travaglia S.,77.0,45.0,1.0,25.0,60.0,1629.0,2.64,0.0,161.29077557540074,10.0,1.0,14.0,18.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,3.0,10.0,0.0,0.0,1.0,1.0,4.0,1.0,4.0,1.0,0.0,0.0,16.0,6.0,1.0,0.0,1.0,0.0,1.0,0.0,0.3246753246753247,0.012987012987012988
Traykov I.,2.0,1.0,0.0,1.0,255.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
Trevisan M.,1.0,1.0,0.0,0.0,462.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trifu G.,6.0,6.0,0.0,1.0,161.0,0.0,3.0,0.0,101.83115109500301,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0
Trimmel C.,2.0,2.0,0.0,0.0,191.0,0.0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trinker B.,3.0,3.0,0.0,1.0,371.0,0.0,3.0,0.0,32.526911934581186,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0
Troicki V.,497.0,132.0,9.0,254.0,12.0,5368.0,2.65748031496063,10.0,67.23886150645883,54.0,32.0,168.0,106.0,33.0,47.0,13.0,7.0,1.0,47.0,0.0,39.0,29.0,14.0,12.0,32.0,29.0,13.0,25.0,20.0,34.0,6.0,1.0,130.0,78.0,13.0,0.0,21.0,0.0,9.0,3.0,0.5110663983903421,0.018108651911468814
Troicki V. ,2.0,2.0,0.0,1.0,29.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
Trongcharoenchaikul W.,1.0,1.0,0.0,0.0,1217.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trujillo G.,2.0,2.0,0.0,1.0,237.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
Trungelliti M.,38.0,21.0,0.0,15.0,121.0,4395.0,3.0,1.0,31.898140102384367,13.0,0.0,2.0,8.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,3.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,11.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.39473684210526316,0.0
Trusendi W.,1.0,1.0,0.0,0.0,386.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tseng C. H.,9.0,8.0,0.0,2.0,108.0,722.0,2.0,0.0,36.062445840513924,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.0
Tseng C.H.,11.0,9.0,0.0,2.0,85.0,409.0,3.0,0.0,139.49432485469316,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,0.0
Tsitsipas P.,1.0,1.0,0.0,0.0,970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tsitsipas S.,456.0,92.0,28.0,303.0,3.0,2579.0,2.603960396039604,30.0,37.966230054957265,106.0,22.0,175.0,53.0,87.0,64.0,0.0,0.0,0.0,97.0,2.0,23.0,36.0,21.0,38.0,48.0,24.0,10.0,33.0,7.0,55.0,8.0,0.0,59.0,95.0,48.0,12.0,49.0,2.0,28.0,10.0,0.6644736842105263,0.06140350877192982
Tsitsipas S. ,5.0,2.0,1.0,4.0,6.0,6.0,2.25,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.8,0.2
Tsonga J.W.,641.0,103.0,30.0,428.0,5.0,6362.0,2.6588785046728973,43.0,49.85513855809005,76.0,46.0,306.0,121.0,42.0,120.0,21.0,1.0,11.0,108.0,4.0,57.0,55.0,30.0,20.0,50.0,42.0,11.0,35.0,38.0,74.0,16.0,0.0,106.0,142.0,60.0,19.0,54.0,3.0,27.0,17.0,0.6677067082683308,0.046801872074883
Tu L.,8.0,6.0,0.0,1.0,191.0,0.0,2.0,0.0,27.819058215547127,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0
Tuksar S.,6.0,4.0,0.0,0.0,166.0,0.0,0.0,0.0,67.29561649914503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tursunov D.,412.0,136.0,9.0,213.0,20.0,6008.0,2.6619718309859155,11.0,119.221657087686,27.0,37.0,149.0,41.0,26.0,37.0,66.0,14.0,19.0,10.0,0.0,17.0,22.0,13.0,8.0,14.0,37.0,25.0,27.0,19.0,30.0,1.0,0.0,103.0,64.0,11.0,0.0,19.0,0.0,9.0,7.0,0.5169902912621359,0.021844660194174758
Tveit E.,1.0,1.0,0.0,0.0,925.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyurnev E.,1.0,1.0,0.0,0.0,548.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Uchida K.,4.0,4.0,0.0,1.0,163.0,0.0,2.0,0.0,10.066445913694336,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0
Uchiyama Y.,36.0,23.0,0.0,11.0,86.0,2546.0,2.4545454545454546,0.0,58.140015805884474,0.0,0.0,11.0,6.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,0.0,1.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3055555555555556,0.0
Udomchoke D.,68.0,35.0,0.0,16.0,79.0,3647.0,2.875,0.0,43.94672098933304,0.0,5.0,11.0,1.0,0.0,4.0,8.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,5.0,3.0,0.0,0.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23529411764705882,0.0
Uebel L.,1.0,1.0,0.0,0.0,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ugo Carabelli C.,13.0,11.0,0.0,4.0,92.0,791.0,2.75,0.0,22.94986772448654,4.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3076923076923077,0.0
Ulihrach B.,177.0,85.0,2.0,79.0,32.0,2647.0,2.5569620253164556,5.0,55.14063839004252,32.0,1.0,46.0,0.0,0.0,8.0,43.0,14.0,14.0,0.0,0.0,11.0,6.0,4.0,8.0,7.0,1.0,15.0,4.0,6.0,13.0,1.0,3.0,48.0,20.0,2.0,0.0,7.0,0.0,2.0,0.0,0.4463276836158192,0.011299435028248588
Ullyett K.,7.0,6.0,0.0,2.0,148.0,189.0,3.5,0.0,16.13226580490168,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0
Ungur A.,32.0,23.0,0.0,6.0,79.0,2043.0,2.8333333333333335,0.0,37.38428540605849,6.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1875,0.0
Uppal V.,1.0,1.0,0.0,0.0,526.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Urban F.,2.0,2.0,0.0,0.0,560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vacek D.,29.0,23.0,0.0,6.0,41.0,658.0,2.5,0.0,406.3949251219006,0.0,0.0,6.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20689655172413793,0.0
Vacek J.,86.0,59.0,1.0,28.0,66.0,2514.0,2.6785714285714284,1.0,68.51065475587163,4.0,12.0,12.0,0.0,0.0,3.0,22.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,12.0,4.0,2.0,5.0,2.0,0.0,0.0,18.0,5.0,1.0,0.0,2.0,0.0,1.0,1.0,0.32558139534883723,0.011627906976744186
Vacherot V.,4.0,3.0,0.0,0.0,138.0,0.0,0.0,0.0,154.8563850798539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vagnozzi S.,10.0,9.0,0.0,3.0,186.0,2529.0,2.0,0.0,95.69639491642305,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0
Vahaly B.,63.0,39.0,0.0,20.0,72.0,1331.0,2.55,1.0,52.375899500484465,1.0,3.0,16.0,0.0,0.0,1.0,9.0,7.0,3.0,0.0,0.0,1.0,5.0,3.0,0.0,1.0,1.0,4.0,2.0,2.0,0.0,0.0,1.0,13.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.31746031746031744,0.0
Vaisse M.,1.0,1.0,0.0,0.0,309.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vajda I.,2.0,2.0,0.0,0.0,421.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Valent R.,1.0,1.0,0.0,0.0,1088.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Valkusz M.,4.0,3.0,0.0,1.0,214.0,0.0,2.0,0.0,10.392304845413264,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0
Van Assche L.,50.0,35.0,0.0,16.0,64.0,483.0,2.875,0.0,34.044676529525134,8.0,1.0,7.0,9.0,2.0,3.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,1.0,4.0,1.0,1.0,4.0,1.0,0.0,0.0,1.0,0.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0
Van D. Merwe I.,1.0,1.0,0.0,0.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Van De Zandschulp B.,161.0,68.0,1.0,79.0,23.0,1338.0,2.7341772151898733,6.0,32.73306210420881,19.0,9.0,51.0,34.0,12.0,17.0,0.0,0.0,0.0,16.0,0.0,8.0,9.0,6.0,13.0,5.0,6.0,4.0,10.0,4.0,11.0,3.0,0.0,47.0,18.0,5.0,1.0,6.0,0.0,2.0,0.0,0.4906832298136646,0.006211180124223602
Van Der Merwe I.,10.0,5.0,0.0,6.0,129.0,890.0,2.3333333333333335,0.0,20.744477176668813,0.0,2.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6,0.0
Van Lottum J.,3.0,2.0,0.0,1.0,108.0,0.0,2.0,0.0,4.041451884327382,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0
Van Rijthoven T.,19.0,14.0,1.0,10.0,103.0,210.0,2.9,2.0,85.68369990010602,0.0,8.0,2.0,6.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.5263157894736842,0.05263157894736842
Van der Dium A.,1.0,1.0,0.0,0.0,995.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Van der Merwe I.,3.0,2.0,0.0,1.0,285.0,0.0,2.0,0.0,0.5773502691896216,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0
Vanek J.,180.0,89.0,0.0,64.0,77.0,3157.0,2.53125,0.0,34.168848736140674,45.0,1.0,18.0,0.0,0.0,5.0,49.0,9.0,1.0,0.0,0.0,3.0,10.0,2.0,10.0,7.0,2.0,15.0,5.0,4.0,3.0,0.0,3.0,49.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.35555555555555557,0.0
Vanni L.,22.0,17.0,1.0,5.0,100.0,327.0,2.6,0.0,26.67833078236593,4.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.22727272727272727,0.045454545454545456
Vardhan V.,2.0,2.0,0.0,0.0,313.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Varillas J. P.,19.0,14.0,0.0,9.0,92.0,803.0,2.111111111111111,0.0,34.664377213777364,9.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.47368421052631576,0.0
Varillas J.P.,39.0,23.0,0.0,16.0,63.0,1602.0,2.9375,0.0,28.693182139642534,12.0,0.0,4.0,11.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,1.0,5.0,1.0,1.0,2.0,0.0,0.0,11.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.41025641025641024,0.0
Varlet J.,11.0,8.0,0.0,3.0,162.0,119.0,3.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2727272727272727,0.0
Vasek R.,1.0,1.0,0.0,0.0,470.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vasilevski A.,1.0,1.0,0.0,0.0,785.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
